timestamp_(min),feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
184,0.752201456,0.764167181,0.619376311,0.489425172,0.548107761,0.489078822,0.607954545,0.492069486,0.564370874,0.559484878,0.579352494,0.600313221,0.153045631,0.138583763,0.202316593,0.312449111,0.566491253,0.629402181,0.539793306,0.654791155,0.015177066,0,0.463517454,0.013071895,0.138248848
185,0.752303058,0.76403549,0.620353336,0.489430837,0.530788967,0.485596708,0.596590909,0.467900302,0.549959626,0.552942284,0.563969392,0.56309937,0.154166242,0.135747187,0.20554484,0.32639549,0.551415161,0.620002507,0.545356361,0.652880153,0.011804384,0,0.467487656,0.013071895,0.138248848
186,0.752149613,0.764038817,0.620585612,0.48943588,0.527902502,0.478949035,0.585227273,0.468655589,0.541913267,0.531079936,0.545638803,0.558989401,0.154385181,0.136193687,0.205776123,0.33066276,0.543877116,0.601704474,0.52439365,0.652743653,0.015177066,0.003558719,0.486429128,0.010893246,0.147465438
187,0.752175702,0.764517925,0.620244652,0.489434521,0.548749198,0.497625831,0.585227273,0.490558912,0.550094998,0.546196738,0.545317139,0.60052054,0.155575419,0.137447756,0.211662291,0.310991953,0.552695207,0.61586665,0.511056282,0.656019656,0.015177066,0.010676157,0.467126729,0.010893246,0.170506912
188,0.752234273,0.764637924,0.619881771,0.489417557,0.550994227,0.496676163,0.568181818,0.490181269,0.555443405,0.543591836,0.573668331,0.599587602,0.155493707,0.138735355,0.203179862,0.316057565,0.557673162,0.614237373,0.525515572,0.655473655,0.011804384,0,0.455851356,0.010893246,0.161290323
189,0.752083038,0.763955776,0.61989507,0.489472608,0.547466325,0.496043052,0.556818182,0.494335347,0.562000665,0.553176621,0.56939179,0.592247371,0.155200407,0.137735321,0.207246249,0.326406635,0.56350448,0.623637047,0.522694474,0.654791155,0.011804384,0.003558719,0.462781162,0.013071895,0.133640553
190,0.752116508,0.76427901,0.620972603,0.489432374,0.552597819,0.496359607,0.590909091,0.494335347,0.570465017,0.568816496,0.574514693,0.609964784,0.154472803,0.138995051,0.207506883,0.317739161,0.572464799,0.640055145,0.551161492,0.655064155,0.013490725,0.003558719,0.465235469,0.010893246,0.170506912
191,0.752345736,0.76369008,0.621318484,0.489448149,0.552277101,0.50079139,0.585227273,0.491691843,0.562632404,0.557191727,0.580360661,0.605213245,0.155535662,0.1374967,0.205331003,0.313756774,0.564500071,0.627898233,0.56181742,0.654927655,0.015177066,0,0.458825398,0.015250545,0.156682028
192,0.752434241,0.764701293,0.620773953,0.489481741,0.54041052,0.487179487,0.579545455,0.482250755,0.557666366,0.554591009,0.563035127,0.599839748,0.151904294,0.134397205,0.20309576,0.30959248,0.559806571,0.628399549,0.540924538,0.654654655,0.015177066,0,0.465639708,0.010893246,0.152073733
193,0.752482205,0.76486564,0.620673395,0.489532946,0.545221296,0.49540994,0.579545455,0.483761329,0.559062841,0.554770946,0.562965115,0.58978195,0.156512803,0.138157475,0.206710371,0.324013475,0.561086616,0.627396917,0.536520646,0.653289653,0.006745363,0,0.469046863,0.010893246,0.161290323
194,0.752639745,0.764805671,0.620695649,0.489502189,0.55035279,0.495093384,0.579545455,0.479229607,0.570051774,0.563311678,0.584867851,0.59267882,0.153321205,0.136292411,0.200744734,0.321155912,0.571753662,0.632284747,0.561919836,0.655200655,0.015177066,0,0.487078798,0.010893246,0.161290323
195,0.752584336,0.765257426,0.620501813,0.48948462,0.540731238,0.495726496,0.613636364,0.481873112,0.547962286,0.546069108,0.555305848,0.59809154,0.157391632,0.13778696,0.208891179,0.314460773,0.549708434,0.617871914,0.53397421,0.654654655,0.011804384,0,0.487540785,0.010893246,0.147465438
196,0.752730602,0.764689548,0.620406671,0.489495964,0.551314945,0.498892054,0.607954545,0.490181269,0.560832185,0.550588457,0.575424455,0.61113866,0.155156736,0.136286458,0.205848191,0.312916441,0.563077798,0.620002507,0.546129137,0.658749659,0.011804384,0,0.471501169,0.013071895,0.179723502
197,0.752792508,0.764753399,0.620425533,0.489514087,0.54425914,0.494776828,0.573863636,0.481873112,0.553277443,0.54360439,0.564909493,0.591939194,0.154327335,0.135773924,0.205718853,0.31602001,0.555824207,0.616994611,0.536432196,0.655200655,0.016863406,0.007117438,0.46781971,0.008714597,0.165898618
198,0.752664268,0.764350537,0.61949105,0.489478584,0.538165491,0.486546375,0.579545455,0.47847432,0.56368926,0.558482671,0.559401136,0.586352774,0.15162427,0.13338511,0.200648378,0.316335854,0.566064571,0.629903497,0.522666543,0.654791155,0.016863406,0.007117438,0.47463402,0.010893246,0.165898618
199,0.752764934,0.763887525,0.619524984,0.489472501,0.555484285,0.491294714,0.630681818,0.487915408,0.5557189,0.550925316,0.566711513,0.590863374,0.156543094,0.136935125,0.207756635,0.317001141,0.557530934,0.623135731,0.525948513,0.658203658,0.008431703,0.010676157,0.488233765,0.008714597,0.138248848
200,0.752850663,0.764065413,0.620909396,0.489467776,0.591725465,0.531497309,0.670454545,0.529833837,0.593010497,0.580127421,0.598353639,0.621375761,0.160880659,0.140177047,0.212862759,0.334048015,0.594083345,0.638676526,0.571048834,0.654927655,0.008431703,0.010676157,0.470736003,0.008714597,0.175115207
201,0.752984662,0.76411618,0.620666465,0.489498677,0.572803079,0.522950301,0.625,0.514350453,0.57626229,0.563345155,0.58345984,0.596284498,0.157613306,0.136785082,0.209115866,0.338791996,0.577869435,0.626895601,0.561151715,0.651242151,0.011804384,0.010676157,0.47487945,0.008714597,0.129032258
202,0.753063749,0.765066722,0.621681316,0.489590255,0.54842848,0.496043052,0.579545455,0.477719033,0.561573172,0.556566132,0.553461431,0.573700681,0.155025477,0.135371411,0.210459368,0.32368294,0.563646707,0.619751849,0.538503794,0.654245154,0.013490725,0.010676157,0.457583807,0.008714597,0.133640553
203,0.752973907,0.765054259,0.620953325,0.489585485,0.530788967,0.488445711,0.607954545,0.470543807,0.551600722,0.547213592,0.558125759,0.565973827,0.153824043,0.134285979,0.202408664,0.32159969,0.553690798,0.611730793,0.532987291,0.65028665,0.015177066,0.007117438,0.463026593,0.013071895,0.133640553
204,0.752972978,0.764948913,0.620955359,0.489577029,0.539769083,0.497309275,0.590909091,0.476208459,0.563330642,0.549870801,0.562646562,0.572731322,0.156215694,0.138123927,0.209233954,0.328995697,0.564926753,0.613861386,0.53760067,0.648921649,0.011804384,0.007117438,0.460817717,0.010893246,0.142857143
205,0.753309327,0.764588592,0.621496082,0.489582794,0.567671584,0.507439063,0.596590909,0.503398792,0.583693535,0.568224377,0.581200411,0.624746104,0.155561874,0.137041758,0.209845851,0.309283109,0.584696345,0.627396917,0.54575206,0.656292656,0.010118044,0.007117438,0.463748448,0.008714597,0.161290323
206,0.75331857,0.765136233,0.621337424,0.489583523,0.548107761,0.499525166,0.556818182,0.482250755,0.574431197,0.560953666,0.584198463,0.586565696,0.151373712,0.133150812,0.201872336,0.321031082,0.576731617,0.62326106,0.548061077,0.655610156,0.011804384,0.007117438,0.458175728,0.010893246,0.170506912
207,0.753374727,0.765062284,0.620689149,0.489627615,0.541693393,0.501424501,0.607954545,0.487160121,0.564434997,0.556534748,0.585273918,0.580615067,0.153616897,0.134869766,0.20044195,0.324174483,0.566206798,0.62200777,0.538080164,0.650696151,0.011804384,0.007117438,0.465365403,0.010893246,0.152073733
208,0.753399094,0.765328702,0.62032795,0.489607695,0.546183451,0.496043052,0.568181818,0.481495468,0.570519641,0.560930651,0.596505722,0.590465544,0.153290508,0.135786872,0.196140669,0.320629266,0.572464799,0.628524878,0.553149295,0.653562654,0.013490725,0.010676157,0.491424364,0.010893246,0.152073733
209,0.753477374,0.765671281,0.620348219,0.489601901,0.562219371,0.520101298,0.619318182,0.493957704,0.579850853,0.567431399,0.614552375,0.617716852,0.152691705,0.134305323,0.196976232,0.311349012,0.581567345,0.633538037,0.556719892,0.654108654,0.010118044,0.014234875,0.442179424,0.013071895,0.156682028
210,0.753576529,0.764611407,0.622033902,0.48959655,0.549390635,0.494460272,0.568181818,0.479984894,0.570460267,0.563100357,0.571796688,0.583226172,0.152701995,0.133673932,0.204893909,0.318316134,0.572607026,0.630028826,0.554499325,0.649331149,0.011804384,0.007117438,0.462766725,0.013071895,0.129032258
211,0.753575199,0.764819352,0.62218556,0.489604863,0.563181527,0.505223172,0.596590909,0.493957704,0.57655916,0.571641088,0.580654709,0.597105372,0.155151399,0.137814525,0.208458742,0.327125443,0.578438344,0.634540669,0.563902984,0.653699154,0.010118044,0.03202847,0.467891895,0.010893246,0.152073733
212,0.753577348,0.764666071,0.622043926,0.489594005,0.564785119,0.498575499,0.625,0.489803625,0.576920154,0.570649342,0.598082149,0.615097342,0.152574686,0.133774994,0.198732493,0.306041397,0.578580572,0.631783432,0.561407756,0.652607153,0.006745363,0.021352313,0.449109231,0.010893246,0.147465438
213,0.753660891,0.764645808,0.621449668,0.489596339,0.553559974,0.492244381,0.619318182,0.476586103,0.567636441,0.559681553,0.583579638,0.567842504,0.152063056,0.133303675,0.19928106,0.326009018,0.569904708,0.622759744,0.556840929,0.646055146,0.013490725,0.039145907,0.484061444,0.013071895,0.105990783
214,0.753611159,0.76455136,0.622056739,0.489621699,0.561257216,0.499525166,0.596590909,0.48489426,0.572117988,0.559217065,0.582089169,0.584161911,0.152496877,0.134497957,0.2027478,0.320013909,0.573318162,0.617370598,0.556580234,0.64974065,0.010118044,0.03202847,0.461452949,0.010893246,0.087557604
215,0.753747385,0.764628652,0.62055825,0.489599674,0.54233483,0.481164926,0.573863636,0.479984894,0.552714577,0.548799548,0.562433805,0.587747978,0.155464771,0.137252756,0.205725882,0.32196139,0.554970843,0.607594937,0.540812811,0.652197652,0.008431703,0.028469751,0.489374296,0.010893246,0.133640553
216,0.753693051,0.764724911,0.62102009,0.489594653,0.549711353,0.49002849,0.5625,0.480740181,0.564069254,0.554622394,0.55516738,0.586495656,0.155675523,0.136260158,0.208548342,0.322388337,0.565780117,0.611981451,0.523160002,0.652470652,0.010118044,0.028469751,0.464253746,0.008714597,0.161290323
217,0.753720351,0.764873478,0.621541471,0.489647575,0.546183451,0.485913264,0.5625,0.479984894,0.56455612,0.553046899,0.569162307,0.572804164,0.152687304,0.136054744,0.202554536,0.327002419,0.569051344,0.610352174,0.544392719,0.652880153,0.015177066,0.028469751,0.457410562,0.010893246,0.161290323
218,0.753821853,0.76529799,0.62117115,0.489629955,0.541051956,0.48622982,0.556818182,0.468277946,0.556405263,0.545221731,0.58122297,0.579048964,0.152807857,0.136164281,0.19979779,0.323082172,0.55881098,0.608597569,0.563851776,0.655610156,0.013490725,0.028469751,0.472425144,0.013071895,0.161290323
219,0.753712263,0.76495926,0.621619055,0.489667969,0.546183451,0.491611269,0.573863636,0.476586103,0.56511661,0.554319012,0.565494867,0.577110246,0.153095399,0.13456653,0.205912657,0.318467487,0.567060162,0.618247901,0.548605745,0.649194649,0.006745363,0.03202847,0.481231773,0.008714597,0.142857143
220,0.753900802,0.764947789,0.621306166,0.489647267,0.544579859,0.498575499,0.568181818,0.482250755,0.563164395,0.552563579,0.57724709,0.574283417,0.153508733,0.136583447,0.200800161,0.320593121,0.565353435,0.616367966,0.545300498,0.65001365,0.013490725,0.028469751,0.49184304,0.010893246,0.138248848
221,0.753937954,0.764670305,0.621933095,0.489651789,0.549069917,0.498258943,0.573863636,0.483383686,0.571315252,0.561160803,0.586956141,0.583878948,0.157748804,0.139455814,0.204548619,0.324081668,0.572891481,0.627396917,0.559061496,0.652743653,0.005059022,0.028469751,0.472309647,0.015250545,0.138248848
222,0.753999138,0.764791337,0.620872761,0.489643229,0.527261065,0.480215258,0.579545455,0.480362538,0.549387261,0.541290316,0.575728227,0.581438741,0.153766395,0.136018855,0.201473729,0.327078458,0.551699616,0.61085349,0.553661375,0.651378651,0.011804384,0.028469751,0.476640776,0.010893246,0.124423963
223,0.754094785,0.765068748,0.619564251,0.489565059,0.534958307,0.485913264,0.551136364,0.479229607,0.540084549,0.533429579,0.551862833,0.582405298,0.153226497,0.134794978,0.203964283,0.315296632,0.542170388,0.596315328,0.53558028,0.651378651,0.011804384,0.021352313,0.500375365,0.013071895,0.129032258
224,0.754226629,0.765395238,0.621183767,0.489582872,0.539127646,0.476416588,0.556818182,0.479607251,0.549358761,0.545123393,0.540996257,0.603579903,0.154870881,0.137829063,0.203795762,0.316644519,0.551699616,0.612733425,0.551994786,0.652880153,0.011804384,0.028469751,0.505211792,0.010893246,0.129032258
225,0.754295154,0.765023823,0.620004803,0.489575691,0.529506094,0.480531814,0.545454545,0.477719033,0.547560918,0.54054546,0.554174383,0.57328324,0.153010582,0.133627066,0.202849233,0.323403912,0.549850661,0.612357438,0.540621945,0.646874147,0.013490725,0.028469751,0.486299194,0.013071895,0.124423963
226,0.754068981,0.765060929,0.620660034,0.489564432,0.525978191,0.483064261,0.596590909,0.471299094,0.548893269,0.540269278,0.559604559,0.559773854,0.15517291,0.137630571,0.204942119,0.337352775,0.550704025,0.59969921,0.557548531,0.652880153,0.013490725,0.028469751,0.482776543,0.008714597,0.129032258
227,0.75417397,0.765245955,0.620687895,0.489530736,0.538486209,0.483380817,0.625,0.476963746,0.552949698,0.541673205,0.566825087,0.574261004,0.155494974,0.136803679,0.203292419,0.32778608,0.554970843,0.598069934,0.544783762,0.652743653,0.010118044,0.03202847,0.468945803,0.013071895,0.129032258
228,0.754215049,0.764871628,0.62137751,0.489551653,0.546183451,0.483697373,0.579545455,0.486782477,0.555600152,0.551398173,0.567089187,0.593208325,0.155530967,0.136640165,0.204744812,0.316296889,0.557673162,0.60847224,0.567394442,0.650969151,0.010118044,0.039145907,0.488089395,0.013071895,0.133640553
229,0.754168033,0.765144235,0.621966999,0.489540505,0.542655548,0.486862931,0.613636364,0.482250755,0.549028642,0.550270429,0.552873723,0.592900148,0.154979986,0.137597454,0.206002356,0.319250003,0.551272934,0.606968292,0.561761557,0.655064155,0.010118044,0.039145907,0.508431265,0.013071895,0.142857143
230,0.754299389,0.764815906,0.622158856,0.489549476,0.553559974,0.490661602,0.568181818,0.494335347,0.555802023,0.547989831,0.573400342,0.596418976,0.155987156,0.137824146,0.20722565,0.321207268,0.558099844,0.617370598,0.579577301,0.655337155,0.015177066,0.035587189,0.503811394,0.010893246,0.129032258
231,0.754226917,0.765270813,0.621954672,0.489545011,0.560615779,0.505856284,0.613636364,0.499244713,0.557072626,0.55085627,0.568401126,0.58575603,0.158441158,0.137811274,0.207001085,0.337319788,0.55881098,0.614237373,0.568609469,0.648785149,0.010118044,0.03202847,0.509903849,0.013071895,0.133640553
232,0.754218506,0.764980123,0.62203404,0.489532672,0.557408595,0.494460272,0.5625,0.490181269,0.55598252,0.545546036,0.562485147,0.585789649,0.157379877,0.137383403,0.210239541,0.329814991,0.557815389,0.620879809,0.57149574,0.652607153,0.008431703,0.028469751,0.492507146,0.010893246,0.124423963
233,0.754390442,0.765140047,0.621995434,0.489576716,0.543617704,0.491611269,0.568181818,0.49244713,0.549249513,0.550490119,0.546949187,0.57609326,0.157104183,0.137450014,0.209096947,0.338776369,0.551415161,0.615615992,0.565392673,0.653562654,0.011804384,0.03202847,0.49328675,0.010893246,0.129032258
234,0.75445304,0.765492179,0.622159856,0.489545935,0.549069917,0.494776828,0.579545455,0.49358006,0.556744882,0.551835462,0.570228039,0.586943914,0.157494961,0.139529705,0.210592515,0.331515653,0.559237662,0.610477503,0.579851962,0.65001365,0.008431703,0.039145907,0.485793896,0.013071895,0.138248848
235,0.754391714,0.765018354,0.621343816,0.489543542,0.558050032,0.497309275,0.573863636,0.503398792,0.557198499,0.554325288,0.570231151,0.601840101,0.157779476,0.137953967,0.211392508,0.328521987,0.559237662,0.610728161,0.566454076,0.653562654,0.011804384,0.042704626,0.460066988,0.013071895,0.142857143
236,0.754359977,0.764882858,0.621300784,0.48955312,0.568954458,0.510288066,0.579545455,0.508685801,0.561504299,0.55038132,0.568927769,0.59979212,0.158543444,0.139845511,0.210598931,0.334576185,0.563077798,0.604211054,0.552157721,0.653699154,0.011804384,0.035587189,0.452242081,0.010893246,0.133640553
237,0.754539695,0.764928579,0.62061334,0.489553918,0.55452213,0.496359607,0.556818182,0.5,0.550413243,0.545836864,0.555600285,0.591986821,0.157519991,0.137733798,0.209506504,0.326802052,0.552410752,0.60345908,0.556943345,0.65001365,0.015177066,0.035587189,0.49318569,0.010893246,0.119815668
238,0.754578331,0.765107383,0.620053839,0.489454382,0.545862733,0.49002849,0.568181818,0.499244713,0.54687693,0.542265323,0.556395695,0.585145278,0.157891766,0.137819524,0.208759028,0.337738187,0.549281752,0.606717634,0.546911224,0.653289653,0.011804384,0.03202847,0.493358935,0.010893246,0.133640553
239,0.754670557,0.765015896,0.621059206,0.489454754,0.565105837,0.504906616,0.585227273,0.50755287,0.561886667,0.55538608,0.570208981,0.603221297,0.157757072,0.137868869,0.209265359,0.321688085,0.56350448,0.615991979,0.565704576,0.653699154,0.010118044,0.03202847,0.515765311,0.010893246,0.138248848
240,0.754597579,0.7649856,0.621529511,0.489477696,0.550032072,0.487179487,0.551136364,0.495845921,0.549912127,0.542522675,0.561064301,0.580931649,0.159126897,0.138517988,0.21264017,0.337786442,0.552410752,0.612357438,0.55642661,0.651651652,0.010118044,0.03202847,0.500620795,0.010893246,0.133640553
241,0.754478464,0.765132298,0.622733944,0.489442323,0.543938422,0.490345046,0.585227273,0.485271903,0.546739182,0.54114804,0.554998186,0.575286395,0.16070752,0.140995836,0.214980527,0.336779677,0.54885507,0.61336007,0.569950189,0.652743653,0.010118044,0.03202847,0.501660266,0.015250545,0.129032258
242,0.75442073,0.764895107,0.62238021,0.489459612,0.556767158,0.494460272,0.568181818,0.498111782,0.555735525,0.551205683,0.550070926,0.595578491,0.159126119,0.138405465,0.215008245,0.329213403,0.557530934,0.623887705,0.56239933,0.653699154,0.021922428,0.035587189,0.498729535,0.013071895,0.133640553
243,0.754422694,0.76500988,0.622955774,0.489500065,0.559332906,0.510288066,0.573863636,0.513595166,0.562183537,0.561547877,0.569750405,0.600893155,0.161301365,0.140403353,0.214113751,0.331476383,0.56350448,0.63190876,0.58797542,0.653699154,0.008431703,0.03202847,0.480466607,0.015250545,0.138248848
244,0.754547969,0.765260523,0.622785509,0.489486266,0.583707505,0.523899968,0.590909091,0.511706949,0.581760319,0.57537792,0.568683506,0.611424425,0.15776943,0.138770475,0.211522961,0.324003495,0.582989617,0.637423236,0.543922536,0.654927655,0.008431703,0.035587189,0.464181561,0.013071895,0.133640553
245,0.754676838,0.765124988,0.621003405,0.489510875,0.568313021,0.516935739,0.585227273,0.501132931,0.580140598,0.567784996,0.597098486,0.595144241,0.154555088,0.135544878,0.203604984,0.323646353,0.581851799,0.630028826,0.540552116,0.653153153,0.008431703,0.039145907,0.461914937,0.013071895,0.138248848
246,0.754648163,0.765148198,0.622015673,0.489487784,0.563502245,0.512820513,0.5625,0.497356495,0.57515081,0.57390704,0.570060012,0.594973343,0.155040061,0.135615043,0.209934474,0.330237374,0.577016072,0.635793959,0.535882873,0.655473655,0.010118044,0.035587189,0.489244362,0.010893246,0.110599078
247,0.754938488,0.765172146,0.621886048,0.489483132,0.567671584,0.521050965,0.579545455,0.497734139,0.571913742,0.567058971,0.57030583,0.588086973,0.15605604,0.135888794,0.209297998,0.327763385,0.573744844,0.629402181,0.534737675,0.652334152,0.008431703,0.046263345,0.465885138,0.010893246,0.110599078
248,0.754871836,0.765053595,0.621029105,0.489487338,0.555484285,0.509021842,0.556818182,0.497734139,0.570353394,0.561470462,0.595908678,0.586307948,0.155520092,0.137545072,0.205440405,0.337985851,0.572464799,0.626644943,0.55038406,0.654927655,0.011804384,0.035587189,0.494340658,0.010893246,0.142857143
249,0.754881621,0.765183887,0.622215176,0.48949342,0.565747274,0.515669516,0.551136364,0.511706949,0.576153042,0.567132201,0.576639934,0.579270291,0.159874486,0.140401794,0.208564911,0.339635097,0.577442754,0.631282116,0.556845584,0.652061152,0.008431703,0.035587189,0.459489504,0.013071895,0.124423963
250,0.75485652,0.765174455,0.622208436,0.489484702,0.574406671,0.514719848,0.590909091,0.512462236,0.577371396,0.573649688,0.585763611,0.597413549,0.157860272,0.138922311,0.208024233,0.333258788,0.578438344,0.631658103,0.572464038,0.654381654,0.008431703,0.03202847,0.468628187,0.010893246,0.142857143
251,0.755050153,0.765086082,0.622478234,0.489507865,0.577293137,0.517252295,0.573863636,0.508685801,0.584776516,0.578231805,0.597645744,0.597766553,0.157758183,0.1412631,0.207472873,0.332958254,0.587256436,0.637673894,0.567459615,0.655746656,0.005059022,0.042704626,0.462651229,0.010893246,0.138248848
252,0.754970828,0.765192416,0.622527515,0.489480719,0.573123797,0.512503957,0.573863636,0.501510574,0.586438987,0.581709192,0.592759713,0.589171198,0.155628533,0.137116989,0.206227573,0.338872236,0.58754089,0.64306304,0.56248778,0.653153153,0.005059022,0.035587189,0.457208443,0.008714597,0.142857143
253,0.754943515,0.765263686,0.621793887,0.489491314,0.561898653,0.512820513,0.5625,0.504154079,0.574150952,0.566201132,0.574263041,0.5751211,0.155392526,0.136578647,0.207939225,0.337658045,0.575878253,0.628524878,0.536255295,0.653016653,0.008431703,0.039145907,0.459041954,0.010893246,0.133640553
254,0.754924449,0.765245556,0.622576061,0.489510459,0.566388711,0.517252295,0.5625,0.518882175,0.575245808,0.57142349,0.579810681,0.587509841,0.161344641,0.143094104,0.213467037,0.350692952,0.576162708,0.635543301,0.540696429,0.653699154,0.008431703,0.03202847,0.464268184,0.010893246,0.129032258
255,0.754894768,0.765265443,0.621066387,0.48951242,0.574727389,0.524216524,0.573863636,0.52152568,0.572462357,0.564389208,0.586723158,0.586801032,0.161999378,0.143210871,0.211623163,0.346480171,0.573602617,0.631532774,0.549979051,0.654518155,0.001686341,0.035587189,0.479845812,0.010893246,0.138248848
256,0.755102637,0.765182585,0.622135989,0.489536341,0.577293137,0.522950301,0.607954545,0.517749245,0.582384933,0.573275168,0.588394101,0.601554336,0.154661084,0.136138967,0.207894093,0.328865747,0.583985208,0.639679158,0.549434384,0.653972154,0.006745363,0.035587189,0.461294141,0.008714597,0.142857143
257,0.755243261,0.765094637,0.622061489,0.489509599,0.56863374,0.521050965,0.579545455,0.512462236,0.582080939,0.573139169,0.589201179,0.595623317,0.154917681,0.136430437,0.206174974,0.334209221,0.583700754,0.643815014,0.551487361,0.655200655,0.008431703,0.035587189,0.459446193,0.013071895,0.147465438
258,0.755193811,0.765272093,0.622662938,0.489544794,0.57248236,0.523899968,0.573863636,0.514350453,0.593513989,0.575559949,0.592611911,0.590204994,0.153596621,0.135261054,0.204847548,0.339880381,0.594936709,0.644942975,0.556654718,0.652470652,0.005059022,0.046263345,0.467502093,0.010893246,0.129032258
259,0.755316062,0.765134551,0.6234365,0.489525256,0.568954458,0.514403292,0.568181818,0.505287009,0.583520163,0.581175658,0.58844311,0.58955502,0.155053757,0.135962046,0.205401578,0.333201075,0.584980799,0.643439027,0.578380895,0.653699154,0.006745363,0.035587189,0.466448185,0.010893246,0.129032258
260,0.755221539,0.765355571,0.623280303,0.489529974,0.567992303,0.516619183,0.556818182,0.496601208,0.580147722,0.575760809,0.596672583,0.573372892,0.155289388,0.136147679,0.203949984,0.343621189,0.581567345,0.636671262,0.577165868,0.65015015,0.008431703,0.035587189,0.471313487,0.010893246,0.129032258
261,0.755045229,0.765567211,0.623160276,0.489542171,0.55837075,0.510288066,0.539772727,0.49358006,0.578083884,0.569668058,0.582013712,0.580077156,0.156795659,0.138617062,0.20625536,0.351685817,0.580002845,0.631031458,0.559582887,0.654518155,0.008431703,0.035587189,0.470418387,0.010893246,0.133640553
262,0.755237896,0.765492109,0.622172232,0.489563332,0.567030148,0.513453625,0.551136364,0.505287009,0.588329454,0.579181705,0.590103162,0.573512973,0.156477184,0.139156771,0.207536593,0.356646853,0.590243209,0.639177842,0.549657837,0.653562654,0.005059022,0.035587189,0.466505934,0.010893246,0.115207373
263,0.755431621,0.765541182,0.622932907,0.489556787,0.580179602,0.515986072,0.573863636,0.520770393,0.596029069,0.585236795,0.603772924,0.607866374,0.156727449,0.138616127,0.206997906,0.333208196,0.596785663,0.645444291,0.564461617,0.653835654,0.005059022,0.039145907,0.461236393,0.013071895,0.152073733
264,0.75556222,0.765592085,0.62218382,0.489559915,0.570878768,0.518201963,0.534090909,0.512462236,0.583009547,0.571364906,0.598864723,0.60693904,0.154922104,0.13769996,0.206639749,0.329358449,0.584554117,0.635417972,0.553707928,0.657111657,0.011804384,0.039145907,0.457266191,0.013071895,0.161290323
265,0.755871181,0.765131721,0.621667013,0.489538877,0.584990378,0.525166192,0.579545455,0.519259819,0.591490524,0.583650838,0.594182504,0.615088937,0.155507899,0.137110292,0.20505589,0.324151404,0.592661072,0.649705477,0.551049765,0.654381654,0.005059022,0.049822064,0.455129501,0.015250545,0.161290323
266,0.755955213,0.765019261,0.624053551,0.489542306,0.595253368,0.523583412,0.596590909,0.517371601,0.606079894,0.601786816,0.619662832,0.616545777,0.157221251,0.137950086,0.203361724,0.326357822,0.606741573,0.665747587,0.608384153,0.654927655,0.016863406,0.039145907,0.444186181,0.013071895,0.165898618
267,0.756025879,0.76539191,0.623429588,0.489565916,0.57055805,0.525482748,0.5625,0.506042296,0.588251081,0.585188672,0.596080596,0.589686695,0.154351535,0.136154879,0.2053784,0.338839659,0.5896743,0.65308936,0.570946418,0.654245154,0.006745363,0.039145907,0.468079577,0.013071895,0.152073733
268,0.756105636,0.766608731,0.623408639,0.489675505,0.588838999,0.52991453,0.590909091,0.527567976,0.598795896,0.591457176,0.599474602,0.596561858,0.154510929,0.136488262,0.207365116,0.334856094,0.599487982,0.656598571,0.569684838,0.652607153,0.006745363,0.035587189,0.462218116,0.015250545,0.156682028
269,0.756217959,0.769051015,0.623747437,0.48973563,0.594611931,0.531180753,0.551136364,0.533610272,0.593589987,0.589285378,0.612880265,0.604832225,0.156577729,0.140304206,0.20551661,0.339264967,0.594225572,0.656849229,0.584106885,0.653972154,0.003372681,0.035587189,0.467299974,0.010893246,0.156682028
270,0.75638856,0.768252969,0.62396241,0.489630336,0.603271328,0.546691991,0.596590909,0.545317221,0.609970076,0.601466696,0.622282821,0.636031008,0.160672679,0.141892911,0.210747238,0.339744033,0.610439482,0.66299035,0.600977608,0.654927655,0.001686341,0.039145907,0.483642768,0.015250545,0.156682028
271,0.756498297,0.766873234,0.623856043,0.489623263,0.609685696,0.556505223,0.579545455,0.549471299,0.604992163,0.597457866,0.613931217,0.629954306,0.160384544,0.141097303,0.213160993,0.334740325,0.605461528,0.659982454,0.592207067,0.652743653,0.005059022,0.035587189,0.485072041,0.015250545,0.147465438
272,0.756747688,0.766782058,0.623067233,0.48963824,0.602629891,0.546691991,0.573863636,0.539274924,0.59830903,0.590086725,0.623884531,0.624905796,0.16090751,0.141327928,0.208166913,0.335922418,0.5990613,0.652713373,0.568097388,0.656292656,0.003372681,0.046263345,0.465452026,0.013071895,0.161290323
273,0.756968601,0.766775618,0.623786861,0.489638609,0.587876844,0.537195315,0.590909091,0.534743202,0.600460742,0.591277239,0.596285574,0.627738228,0.159091639,0.139081453,0.212186372,0.336945569,0.601194709,0.651209425,0.562213119,0.656429156,0.003372681,0.042704626,0.463575203,0.013071895,0.161290323
274,0.757141151,0.76659277,0.623200504,0.48964479,0.589801155,0.536245647,0.5625,0.526057402,0.591243528,0.589191225,0.606793146,0.633285426,0.158656872,0.138598114,0.208270161,0.331173439,0.592234391,0.652838702,0.569335692,0.655064155,0.005059022,0.035587189,0.486255883,0.015250545,0.133640553
